DEPNO	LONGITUDE	LATITUDE	COUNTRY	LOCATION	ALLNAMES	COMMODITIES	DEPCLAN	DBNAME	COMPBY	RELDATE	URL	TITLE
1694	-97.900317	63.450872	Canada (Nunavut)	63.27.03 N -- 097.54.01 W	Lucky Strike	U; Pb	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1694.html	U-Th-REE deposits & occurrences, v.3.7n
20022	-85.762580	68.026356	Canada (Nunavut)	68.01.35 N -- 085.45.45 W	M-1 and 2; Bets-5 Claims	U; Ag; Cu	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp20022.html	U-Th-REE deposits & occurrences, v.3.7n
1788	-116.248667	66.834722	Canada (Nunavut)	66.50.05 N -- 116.14.55 W	Mac Showing	U; Cu	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1788.html	U-Th-REE deposits & occurrences, v.3.7n
1786	-115.853332	66.866900	Canada (Nunavut)	66.52.01 N -- 115.51.12 W	Mag Showing (Permit 393); B12 Claim; Contact Lake Grid	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1786.html	U-Th-REE deposits & occurrences, v.3.7n
40117	-96.705926	65.543553	Canada (Nunavut)	65.32.37 N -- 096.42.21 W	Main East Showing (Amer Lake); PRO 13, PRO 5	U; Cu	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40117.html	U-Th-REE deposits & occurrences, v.3.7n
2191	-99.383774	64.417017	Canada (Nunavut)	64.25.01 N -- 099.23.02 W	Marj Claims (PNC Exploration)	U; P	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2191.html	U-Th-REE deposits & occurrences, v.3.7n
2205	-99.339318	64.239232	Canada (Nunavut)	64.14.21 N -- 099.20.22 W	Marjorie L.-Princess Mary Proj	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2205.html	U-Th-REE deposits & occurrences, v.3.7n
1590	-85.951111	67.101111	Canada (Nunavut)	67.06.04 N -- 085.57.04 W	Melville Peninsula-1	U; Th	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1590.html	U-Th-REE deposits & occurrences, v.3.7n
1591	-85.873611	66.983889	Canada (Nunavut)	66.59.02 N -- 085.52.25 W	Melville Peninsula-2	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1591.html	U-Th-REE deposits & occurrences, v.3.7n
1645	-83.943333	67.031389	Canada (Nunavut)	67.01.53 N -- 083.56.36 W	Melville Peninsula-location 3	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1645.html	U-Th-REE deposits & occurrences, v.3.7n
1646	-83.755556	67.071389	Canada (Nunavut)	67.04.17 N -- 083.45.20 W	Melville Peninsula-location 4	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1646.html	U-Th-REE deposits & occurrences, v.3.7n
1647	-85.775000	67.035000	Canada (Nunavut)	67.02.06 N -- 085.46.30 W	Melville Peninsula-location 5	U; Th	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1647.html	U-Th-REE deposits & occurrences, v.3.7n
1648	-83.589444	67.441667	Canada (Nunavut)	67.26.30 N -- 083.35.22 W	Melville Peninsula-location 6	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1648.html	U-Th-REE deposits & occurrences, v.3.7n
1649	-83.589444	67.327222	Canada (Nunavut)	67.19.38 N -- 083.35.22 W	Melville Peninsula-location 7	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1649.html	U-Th-REE deposits & occurrences, v.3.7n
1650	-84.062222	67.090278	Canada (Nunavut)	67.05.25 N -- 084.03.44 W	Melville Peninsula-location 8	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1650.html	U-Th-REE deposits & occurrences, v.3.7n
1651	-84.062500	67.071944	Canada (Nunavut)	67.04.19 N -- 084.03.45 W	Melville Peninsula-location 9	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1651.html	U-Th-REE deposits & occurrences, v.3.7n
1680	-70.499028	63.666958	Canada (Nunavut)	63.40.01 N -- 070.29.57 W	Meta Incognito Peninsula	Th; U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1680.html	U-Th-REE deposits & occurrences, v.3.7n
1724	-94.650124	62.325299	Canada (Nunavut)	62.19.31 N -- 094.39.00 W	Mike	U; Th; fluorite	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1724.html	U-Th-REE deposits & occurrences, v.3.7n
1352	-68.332220	63.713627	Canada (Nunavut)	63.42.49 N -- 068.19.56 W	Mike & Fox Claims	U; Th; REE	Unclassified	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1352.html	U-Th-REE deposits & occurrences, v.3.7n
1369	-95.720195	63.978115	Canada (Nunavut)	63.58.41 N -- 095.43.13 W	Miller Showing	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1369.html	U-Th-REE deposits & occurrences, v.3.7n
1679	-73.949166	64.783676	Canada (Nunavut)	64.47.01 N -- 073.56.57 W	Mingo Lake Area	Th	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1679.html	U-Th-REE deposits & occurrences, v.3.7n
40050	-116.922692	67.283011	Canada (Nunavut)	67.16.59 N -- 116.55.22 W	Mountain Lake Deposit; PEC-YUK Deposit; PEC Deposit; PEC Group; YUK (Imperial Oil)	U; Cu; Ag	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40050.html	U-Th-REE deposits & occurrences, v.3.7n
1447	-116.939916	67.277716	Canada (Nunavut)	67.16.40 N -- 116.56.24 W	Mountain Lake Showings; PEC Discovery Showing ; PEC Claim Showings	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1447.html	U-Th-REE deposits & occurrences, v.3.7n
40214	-115.525000	67.033333	Canada (Nunavut)	67.02.00 N -- 115.31.30 W	MR Mineral Claim (Trigg-Woollett)	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40214.html	U-Th-REE deposits & occurrences, v.3.7n
40213	-115.866667	67.050000	Canada (Nunavut)	67.03.00 N -- 115.52.00 W	MR-1 Claim; MR-1 Showing; MR-1, 2, 3 Claims (Uranerz)	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40213.html	U-Th-REE deposits & occurrences, v.3.7n
2306	-115.400276	66.898100	Canada (Nunavut)	66.53.53 N -- 115.24.01 W	Munch; B5 Claim; Munch Grid	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2306.html	U-Th-REE deposits & occurrences, v.3.7n
2081	-98.782865	62.530288	Canada (Nunavut)	62.31.49 N -- 098.46.58 W	Nip, Rev (Noranda Expln.)	U; Cu; Ag; Pb	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2081.html	U-Th-REE deposits & occurrences, v.3.7n
40191	-115.978684	66.866610	Canada (Nunavut)	66.52.00 N -- 115.58.43 W	North Wolf Showing (Permit 393)	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40191.html	U-Th-REE deposits & occurrences, v.3.7n
40224	-114.516667	67.400000	Canada (Nunavut)	67.24.00 N -- 114.31.00 W	Northern Showings	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40224.html	U-Th-REE deposits & occurrences, v.3.7n
2156	-99.840665	60.307166	Canada (Nunavut)	60.18.26 N -- 099.50.26 W	Nueltin Lake	Th; REE	Synmetamorphic/Metamorphosed	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2156.html	U-Th-REE deposits & occurrences, v.3.7n
1693	-98.327830	63.020856	Canada (Nunavut)	63.01.15 N -- 098.19.40 W	Nut Lake	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1693.html	U-Th-REE deposits & occurrences, v.3.7n
402568	-97.352222	64.398889	Canada (Nunavut)	64.23.56 N -- 097.21.08 W	Nutaaq East	REE	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402568.html	U-Th-REE deposits & occurrences, v.3.7n
402567	-97.507222	64.359444	Canada (Nunavut)	64.21.34 N -- 097.30.26 W	Nutaaq West	REE	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402567.html	U-Th-REE deposits & occurrences, v.3.7n
1637	-98.352004	63.078636	Canada (Nunavut)	63.04.43 N -- 098.21.07 W	Nutarawit Lake	Th; U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1637.html	U-Th-REE deposits & occurrences, v.3.7n
20123	-86.172708	70.548212	Canada (Nunavut)	70.32.54 N -- 086.10.22 W	Nyeboe Fiord - 1	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp20123.html	U-Th-REE deposits & occurrences, v.3.7n
20124	-86.179250	70.526001	Canada (Nunavut)	70.31.34 N -- 086.10.45 W	Nyeboe Fiord - 2	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp20124.html	U-Th-REE deposits & occurrences, v.3.7n
20125	-86.203452	70.487614	Canada (Nunavut)	70.29.15 N -- 086.12.12 W	Nyeboe Fiord - 3	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp20125.html	U-Th-REE deposits & occurrences, v.3.7n
20126	-86.059810	70.499448	Canada (Nunavut)	70.29.58 N -- 086.03.35 W	Nyeboe Fiord - 4	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp20126.html	U-Th-REE deposits & occurrences, v.3.7n
20127	-86.012444	70.494480	Canada (Nunavut)	70.29.40 N -- 086.00.45 W	Nyeboe Fiord - 5	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp20127.html	U-Th-REE deposits & occurrences, v.3.7n
20128	-86.007707	70.505060	Canada (Nunavut)	70.30.18 N -- 086.00.28 W	Nyeboe Fiord - 6 (Locality E)	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp20128.html	U-Th-REE deposits & occurrences, v.3.7n
20129	-85.966239	70.474661	Canada (Nunavut)	70.28.29 N -- 085.57.58 W	Nyeboe Fiord - 7	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp20129.html	U-Th-REE deposits & occurrences, v.3.7n
20130	-85.964379	70.468540	Canada (Nunavut)	70.28.07 N -- 085.57.52 W	Nyeboe Fiord - 8	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp20130.html	U-Th-REE deposits & occurrences, v.3.7n
20131	-85.932426	70.464125	Canada (Nunavut)	70.27.51 N -- 085.55.57 W	Nyeboe Fiord - 9	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp20131.html	U-Th-REE deposits & occurrences, v.3.7n
40166	-115.163901	67.234869	Canada (Nunavut)	67.14.06 N -- 115.09.50 W	Osprey Gorge; Osprey Gulch	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40166.html	U-Th-REE deposits & occurrences, v.3.7n
1639	-100.500481	63.350305	Canada (Nunavut)	63.21.01 N -- 100.30.02 W	Outlet Bay	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1639.html	U-Th-REE deposits & occurrences, v.3.7n
1707	-106.160780	68.393514	Canada (Nunavut)	68.23.37 N -- 106.09.39 W	Ovayor Hill (island east of)	U; Th	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1707.html	U-Th-REE deposits & occurrences, v.3.7n
40196	-115.500846	67.039765	Canada (Nunavut)	67.02.23 N -- 115.30.03 W	Owl Grid North Showing; O1 Claim; Owl North Showing	U; Cu	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40196.html	U-Th-REE deposits & occurrences, v.3.7n
1357	-76.240988	64.317023	Canada (Nunavut)	64.19.01 N -- 076.14.28 W	Pat	U; Th	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1357.html	U-Th-REE deposits & occurrences, v.3.7n
1363	-95.961041	63.761720	Canada (Nunavut)	63.45.42 N -- 095.57.40 W	Permit 339 (Permit 90)	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1363.html	U-Th-REE deposits & occurrences, v.3.7n
40112	-105.800000	65.366667	Canada (Nunavut)	65.22.00 N -- 105.48.00 W	Permit 523 (Elu Inlet); PAT, ANN, LOU, RUTH, BEV (BET), LIZ, MO, FAO, VIC	U	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40112.html	U-Th-REE deposits & occurrences, v.3.7n
40136	-98.435284	65.258229	Canada (Nunavut)	65.15.30 N -- 098.26.07 W	Pete Grid (Urangesellschaft); SAN 24-25; Pete Grid Radioactive Boulder Train	U; Cu; Ag	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40136.html	U-Th-REE deposits & occurrences, v.3.7n
402548	-99.967228	60.211686	Canada (Nunavut)	60.12.42 N -- 099.58.02 W	PHA09-J05	U; Th	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402548.html	U-Th-REE deposits & occurrences, v.3.7n
402549	-99.967890	60.212219	Canada (Nunavut)	60.12.44 N -- 099.58.04 W	PHA09-J06	REE; U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402549.html	U-Th-REE deposits & occurrences, v.3.7n
1642	-107.017667	66.217034	Canada (Nunavut)	66.13.01 N -- 107.01.04 W	POMIE; Pomie; Pomie Prospect	U; Cu	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1642.html	U-Th-REE deposits & occurrences, v.3.7n
2192	-100.883333	65.566667	Canada (Nunavut)	65.34.00 N -- 100.53.00 W	Prospecting Permit 825-uranerz	U; Th	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2192.html	U-Th-REE deposits & occurrences, v.3.7n
40120	-96.463611	65.562778	Canada (Nunavut)	65.33.46 N -- 096.27.49 W	PYT; PYT Showing; PYT Radioactive Boulder Train	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40120.html	U-Th-REE deposits & occurrences, v.3.7n
402566	-98.306111	64.347222	Canada (Nunavut)	64.20.50 N -- 098.18.22 W	Qavvik; Qavvik-Tatiggaq Trend	U	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402566.html	U-Th-REE deposits & occurrences, v.3.7n
2318	-98.088422	65.372384	Canada (Nunavut)	65.22.21 N -- 098.05.18 W	R 22 Anomaly; Longspur 1, EH 1 and Lapland 1 (Westmin)	U; Au	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2318.html	U-Th-REE deposits & occurrences, v.3.7n
40150	-99.250278	64.804167	Canada (Nunavut)	64.48.15 N -- 099.15.01 W	R 75 Anomaly; Area 8 (Westmin); AES 1-3, GMF 3-5, 11; Uranium Lake	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40150.html	U-Th-REE deposits & occurrences, v.3.7n
40149	-98.568333	65.145000	Canada (Nunavut)	65.08.42 N -- 098.34.06 W	R46A (Westmin); Gallium 3, UM 1	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40149.html	U-Th-REE deposits & occurrences, v.3.7n
402540	-99.253056	64.804167	Canada (Nunavut)	64.48.15 N -- 099.15.11 W	R-75; Anomaly R-75 (Westmin); Lease 3256	U; P	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402540.html	U-Th-REE deposits & occurrences, v.3.7n
2319	-97.718745	65.446538	Canada (Nunavut)	65.26.48 N -- 097.43.07 W	Rad 1-8 (Westmin)	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2319.html	U-Th-REE deposits & occurrences, v.3.7n
1351	-70.549031	63.700291	Canada (Nunavut)	63.42.01 N -- 070.32.57 W	Ramsay River North; 25M10-A1	U; Th	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1351.html	U-Th-REE deposits & occurrences, v.3.7n
40113	-100.018120	60.053470	Canada (Nunavut)	60.03.12 N -- 100.01.05 W	Raven Au-Co Showing; Al 2 (F63720); Al 1-2 and Don 1-3 Claims	Au; Co	Metasomatite	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40113.html	U-Th-REE deposits & occurrences, v.3.7n
1991	-76.149309	64.467026	Canada (Nunavut)	64.28.01 N -- 076.08.58 W	Ray Claims (zone 215)	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1991.html	U-Th-REE deposits & occurrences, v.3.7n
