DEPNO	LONGITUDE	LATITUDE	COUNTRY	LOCATION	ALLNAMES	COMMODITIES	DEPCLAN	DBNAME	COMPBY	RELDATE	URL	TITLE
500013	133.866667	-23.816667	Australia (Northern Territory)	23.49 S -- 133.52 E	Angela; Pamela Deposits	U; V	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500013.html	U-Th-REE deposits & occurrences, v.3.7n
500016	131.050000	-22.200000	Australia (Northern Territory)	22.12 S -- 131.03 E	Bigrlyi	U; V	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500016.html	U-Th-REE deposits & occurrences, v.3.7n
500020	132.916667	-12.583333	Australia (Northern Territory)	12.35 S -- 132.55 E	Hades Flat	U	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500020.html	U-Th-REE deposits & occurrences, v.3.7n
500586	132.895833	-12.501944	Australia (Northern Territory)	12.30.07 S -- 132.53.45 E	Jabiluka 1	U	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500586.html	U-Th-REE deposits & occurrences, v.3.7n
500585	132.913056	-12.498889	Australia (Northern Territory)	12.29.56 S -- 132.54.47 E	Jabiluka 2	U; Au	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500585.html	U-Th-REE deposits & occurrences, v.3.7n
500587	132.840000	-12.870000	Australia (Northern Territory)	12.52.12 S -- 132.50.24 E	Koongarra; Koongarra 1; Koongarra 2	U; Au; Cu	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500587.html	U-Th-REE deposits & occurrences, v.3.7n
500590	133.320000	-12.311111	Australia (Northern Territory)	12.18.40 S -- 133.19.12 E	Nabarlek	U	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500590.html	U-Th-REE deposits & occurrences, v.3.7n
500035	132.866667	-22.750000	Australia (Northern Territory)	22.45 S -- 132.52 E	Napperby	U	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500035.html	U-Th-REE deposits & occurrences, v.3.7n
500039	132.916111	-12.690833	Australia (Northern Territory)	12.41.27 S -- 132.54.58 E	Ranger 1; Ranger 1 No. 1 Orebody; Jabiru	U	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500039.html	U-Th-REE deposits & occurrences, v.3.7n
500588	132.866667	-12.516667	Australia (Northern Territory)	12.31.00 S -- 132.52.00 E	Ranger 68	U; Cu	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500588.html	U-Th-REE deposits & occurrences, v.3.7n
500589	132.917500	-12.675000	Australia (Northern Territory)	12.40.30 S -- 132.55.03 E	Ranger Mine	U; Au	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500589.html	U-Th-REE deposits & occurrences, v.3.7n
500040	131.000000	-13.033333	Australia (Northern Territory)	13.02 S -- 131.00 E	Rum Jungle; Mt. Burton; Mt. Fitch; White's	U; Cu	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500040.html	U-Th-REE deposits & occurrences, v.3.7n
500044	131.583333	-22.416667	Australia (Northern Territory)	22.25 S -- 131.35 E	Walbiri	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500044.html	U-Th-REE deposits & occurrences, v.3.7n
500014	146.233333	-19.400000	Australia (Queensland)	19.24 S -- 146.14 E	Ben Lomond	U; Mo	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500014.html	U-Th-REE deposits & occurrences, v.3.7n
500042	143.583333	-18.166667	Australia (Queensland)	18.10 S -- 143.35 E	Twogee	U; Mo	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500042.html	U-Th-REE deposits & occurrences, v.3.7n
500043	139.750000	-20.366667	Australia (Queensland)	20.22 S -- 139.45 E	Valhalla; Skal; Ancherson's Lode; Turpentine	U; V	Metasomatite	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500043.html	U-Th-REE deposits & occurrences, v.3.7n
500045	138.250000	-17.350000	Australia (Queensland)	17.21 S -- 138.15 E	Westmoreland; Redtree; Jack Lens; Langi Lens	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500045.html	U-Th-REE deposits & occurrences, v.3.7n
500015	139.400000	-30.166667	Australia (South Australia)	30.10 S -- 139.24 E	Beverley	U; V	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500015.html	U-Th-REE deposits & occurrences, v.3.7n
500017	139.866667	-32.033333	Australia (South Australia)	32.02 S -- 139.52 E	Crocker Well	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500017.html	U-Th-REE deposits & occurrences, v.3.7n
500018	139.933333	-31.800000	Australia (South Australia)	31.48 S -- 139.56 E	East Kalkarod	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500018.html	U-Th-REE deposits & occurrences, v.3.7n
500021	140.683333	-31.800000	Australia (South Australia)	31.48 S -- 140.41 E	Honeymoon; Lake Frome; South Eagle	U; Au ; Pb	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500021.html	U-Th-REE deposits & occurrences, v.3.7n
500032	139.400000	-30.166667	Australia (South Australia)	30.10 S -- 139.24 E	Mt. Painter; Mt. Gee; Armchair; Streitberg	U; Ce; Cu	Magmatic-hydrothermal iron oxide	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500032.html	U-Th-REE deposits & occurrences, v.3.7n
500583	136.889444	-30.440278	Australia (South Australia)	30.26.25 S -- 136.53.22 E	Olympic Dam; Roxby Downs	Cu; U; Au; Ag; REE; Fe	Magmatic-hydrothermal iron oxide	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500583.html	U-Th-REE deposits & occurrences, v.3.7n
500037	133.550000	-30.116667	Australia (South Australia)	30.07 S -- 133.33 E	Paralana-Pepegoona	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500037.html	U-Th-REE deposits & occurrences, v.3.7n
500038	140.666667	-32.350000	Australia (South Australia)	32.21 S -- 140.40 E	Radium Hill; Old Main Mine; Gieger Mine; Gieger Mine	REE ; U; Sc	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500038.html	U-Th-REE deposits & occurrences, v.3.7n
500023	122.070000	-22.340000	Australia (Western Australia)	22.20.24 S -- 122.04.12 E	Kintyre; Kintyre Winze	U; Au ; Pb	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500023.html	U-Th-REE deposits & occurrences, v.3.7n
500025	121.083333	-27.166667	Australia (Western Australia)	27.10 S -- 121.05 E	Lake Maitland; Mount Joel	U	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500025.html	U-Th-REE deposits & occurrences, v.3.7n
500026	120.666667	-28.750000	Australia (Western Australia)	28.45 S -- 120.40 E	Lake Raeside	U	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500026.html	U-Th-REE deposits & occurrences, v.3.7n
500027	120.333333	-20.666667	Australia (Western Australia)	20.40 S -- 120.20 E	Lake Way	U	Surficial	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500027.html	U-Th-REE deposits & occurrences, v.3.7n
500029	115.166667	-22.416667	Australia (Western Australia)	22.25 S -- 115.10 E	Manyingee	U; REE	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500029.html	U-Th-REE deposits & occurrences, v.3.7n
500033	123.500000	-30.000000	Australia (Western Australia)	30.00 S -- 123.30 E	Mulga Rock; Cundelee	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500033.html	U-Th-REE deposits & occurrences, v.3.7n
500041	118.750000	-24.333333	Australia (Western Australia)	24.20 S -- 118.45 E	Turee Creek; Angelo River	U	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500041.html	U-Th-REE deposits & occurrences, v.3.7n
500052	-42.250000	-14.033333	Brazil (Bahia)	14.02 S -- 042.15 W	Lagoa Real; Cachoeira Orebody	U	Metasomatite	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500052.html	U-Th-REE deposits & occurrences, v.3.7n
500051	-39.716667	-4.566667	Brazil (Ceará)	04.34 S -- 039.43 W	Itataia; Itataira; Anomaly 62; Alcantil	P; U	Metasomatite	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp500051.html	U-Th-REE deposits & occurrences, v.3.7n
1273	-110.644444	59.725000	Canada (Alberta)	59.43.30 N -- 110.38.40 W	All-Rabo; Dog River Mining Co.	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1273.html	U-Th-REE deposits & occurrences, v.3.7n
1283	-110.308333	59.813889	Canada (Alberta)	59.48.50 N -- 110.18.30 W	Andrew Lake Arm	U; Mo	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1283.html	U-Th-REE deposits & occurrences, v.3.7n
1278	-110.916667	58.791667	Canada (Alberta)	58.47.30 N -- 110.55.00 W	Ayk 1-15	U; Th	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1278.html	U-Th-REE deposits & occurrences, v.3.7n
1288	-115.295833	51.508333	Canada (Alberta)	51.30.30 N -- 115.17.45 W	Burnt Timber Creek Area	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1288.html	U-Th-REE deposits & occurrences, v.3.7n
1285	-110.083333	59.766667	Canada (Alberta)	59.46.00 N -- 110.05.00 W	Cherry Lake	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1285.html	U-Th-REE deposits & occurrences, v.3.7n
1280	-110.937500	58.791667	Canada (Alberta)	58.47.30 N -- 110.56.15 W	Chip-chico-kazan-lassie	U; Th	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1280.html	U-Th-REE deposits & occurrences, v.3.7n
1617	-110.125000	59.266667	Canada (Alberta)	59.16.00 N -- 110.07.30 W	Falling Sand Point	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1617.html	U-Th-REE deposits & occurrences, v.3.7n
1282	-110.416667	59.183333	Canada (Alberta)	59.11.00 N -- 110.25.00 W	Fishing Lake	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1282.html	U-Th-REE deposits & occurrences, v.3.7n
1585	-110.250000	58.833333	Canada (Alberta)	58.50.00 N -- 110.15.00 W	Flin Flon Mines	Zn; Pb; U	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1585.html	U-Th-REE deposits & occurrences, v.3.7n
1277	-110.950000	58.800000	Canada (Alberta)	58.48.00 N -- 110.57.00 W	Giauque Expedition-discovery-a	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1277.html	U-Th-REE deposits & occurrences, v.3.7n
1281	-111.050000	58.763889	Canada (Alberta)	58.45.50 N -- 111.03.00 W	Giauque Expedition-discovery-b	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1281.html	U-Th-REE deposits & occurrences, v.3.7n
1287	-111.091667	58.983333	Canada (Alberta)	58.59.00 N -- 111.05.30 W	Holman	U; Th	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1287.html	U-Th-REE deposits & occurrences, v.3.7n
1284	-110.183333	59.850000	Canada (Alberta)	59.51.00 N -- 110.11.00 W	Hutton Lake Area	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1284.html	U-Th-REE deposits & occurrences, v.3.7n
1616	-118.208333	52.866667	Canada (Alberta)	52.52.00 N -- 118.12.30 W	Jasper Park	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1616.html	U-Th-REE deposits & occurrences, v.3.7n
1275	-111.016667	58.800000	Canada (Alberta)	58.48.00 N -- 111.01.00 W	Jo 1-15; Radiore Uranium Mines	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1275.html	U-Th-REE deposits & occurrences, v.3.7n
1276	-111.000000	58.800000	Canada (Alberta)	58.48.00 N -- 111.00.00 W	Joe-Bep-Bip Groups	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1276.html	U-Th-REE deposits & occurrences, v.3.7n
2206	-114.166667	49.595833	Canada (Alberta)	49.35.45 N -- 114.10.00 W	Lundbreck Showing	Th	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2206.html	U-Th-REE deposits & occurrences, v.3.7n
40036	-110.659544	58.204359	Canada (Alberta)	58.12.16 N -- 110.39.34 W	Maybelle River; Maybelle River Uranium Zone; Maybelle River Prospect	U	Unconformity-associated	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp40036.html	U-Th-REE deposits & occurrences, v.3.7n
1494	-111.250000	59.730833	Canada (Alberta)	59.43.51 N -- 111.15.00 W	Myers Lake	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1494.html	U-Th-REE deposits & occurrences, v.3.7n
1495	-110.033333	59.750833	Canada (Alberta)	59.45.03 N -- 110.02.00 W	Ney Lake South	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1495.html	U-Th-REE deposits & occurrences, v.3.7n
1286	-110.116667	59.916667	Canada (Alberta)	59.55.00 N -- 110.07.00 W	Sonja Island	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1286.html	U-Th-REE deposits & occurrences, v.3.7n
1289	-110.200000	59.775000	Canada (Alberta)	59.46.30 N -- 110.12.00 W	Spider Lake	U; Mo	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1289.html	U-Th-REE deposits & occurrences, v.3.7n
1274	-110.415000	59.125000	Canada (Alberta)	59.07.30 N -- 110.24.54 W	Tby & Byt; BYT; Fidler Point	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1274.html	U-Th-REE deposits & occurrences, v.3.7n
1279	-110.958333	58.754167	Canada (Alberta)	58.45.15 N -- 110.57.30 W	Yei-kni-av-dd	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1279.html	U-Th-REE deposits & occurrences, v.3.7n
349	-121.022222	49.162500	Canada (British Columbia)	49.09.45 N -- 121.01.20 W	A.m.	U; Cu	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp349.html	U-Th-REE deposits & occurrences, v.3.7n
373	-124.862500	53.983333	Canada (British Columbia)	53.59.00 N -- 124.51.45 W	Abe; Molly	U; Mo	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp373.html	U-Th-REE deposits & occurrences, v.3.7n
1728	-133.406944	59.711667	Canada (British Columbia)	59.42.42 N -- 133.24.25 W	Adanac	Mo; U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1728.html	U-Th-REE deposits & occurrences, v.3.7n
2247	-119.183333	52.133333	Canada (British Columbia)	52.08.00 N -- 119.11.00 W	Aeg / Mus Lake	U; Nb	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2247.html	U-Th-REE deposits & occurrences, v.3.7n
1753	-119.791667	49.562500	Canada (British Columbia)	49.33.45 N -- 119.47.30 W	Agur Lakes Region	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1753.html	U-Th-REE deposits & occurrences, v.3.7n
304	-119.350833	49.393056	Canada (British Columbia)	49.23.35 N -- 119.21.03 W	Allandale Lake	U	Magmatic-anatectic-type	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp304.html	U-Th-REE deposits & occurrences, v.3.7n
1589	-129.833333	55.416667	Canada (British Columbia)	55.25.00 N -- 129.50.00 W	Anyox Mine (Cd and Cu Claims)	Cu; Fe; U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1589.html	U-Th-REE deposits & occurrences, v.3.7n
2243	-119.527778	50.065278	Canada (British Columbia)	50.03.55 N -- 119.31.40 W	Bald	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2243.html	U-Th-REE deposits & occurrences, v.3.7n
1762	-119.866667	49.675000	Canada (British Columbia)	49.40.30 N -- 119.52.00 W	Bald Hills	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1762.html	U-Th-REE deposits & occurrences, v.3.7n
